@relation butterfly
@attribute redMean real
@attribute greenMean real
@attribute blueMean real
@attribute redStdDev real
@attribute greenStdDev real
@attribute blueStdDev real
@attribute segments real
@attribute medianAreaOfSegments real
@attribute hu1 real
@attribute hu2 real
@attribute hu3 real
@attribute hu4 real
@attribute hu5 real
@attribute hu6 real
@attribute hu7 real
@attribute class {"heliconius doris","heliconius hecale","danaus plexippus","papilio polytes","cethosia cyane","heliconius cydno","heliconius sp","neptis hylas","hamadryas februa","heliconius sara","papilio demodocus","graphium doson","attacus atlas","papilio memnon","parides sesostris","dryadula phaetusa","hebomoia glaucippe","papilio rumanzovia","papilio palinurus","hypolimnas antedon","caligula japonica","actias selene","papilio anchisiades","cethosia biblis","heliconius melpomene","salamis parhassus","papilio polyxenes","agraulis vanillae","rothschildia lebeau","heliconius charitonius","hamadryas amphinome","papilio polyctor","daphnis nerii","atrophaneura semperi","morpho peleides","graphium agamemnon","graphium colonna","papilio thoas","siproeta stelenes","heliconius ismenius","papilio constantinus","caligo eurilochus","idea leuconoe","argema mittrei","tirumala septentrionis","graphium sp","hypolimnas antevorta","papilo dardanus","hypolimnas bolina","papilio lowii","papilio demoleus","charaxes protoclea","papilio polymnestor","heliconius erato","parthenos sylvia","idea leuconone","charaxes castor","precis iphita","siproeta epaphus","anartia fatima","charaxes cithaeron","charaxes etesipe","kallima inachus","philaetria dido","papilio dardanus","charaxes varanes","hypolimnas usumbara","myselia cyaniris","papilio ophidocephalus"}
@data
81.48266565712187,106.2967961293135,79.93249529643906,33.947999603527904,43.329337627456425,38.57437360420244,22.0,6.5,0.22222222236450762,0.012345679041090202,0.0054869984203975725,2.1948098730647568E-4,-2.408589423306691E-7,-2.4386776384413336E-5,9.985714107229675E-12,"papilio polyctor"
68.66665806259178,92.04298882617474,51.84473086453744,29.888009344737068,42.6565108450176,34.35419032212332,40.0,4.0,5.106503154895556,25.230304428666095,50.16403474078389,43.063803209690185,2000.9093682725704,204.20526652944477,50.33727284892052,"papilio palinurus"
74.33545423779368,61.88280676395007,37.441906720356094,39.089470043321946,32.84638805131878,29.39483550997939,58.0,2.0,9.232028537331644,13.969712447360951,675.7486984845314,169.9906879404122,42716.57007415171,389.77967847954045,38661.38198726849,"papilio rumanzovia"
91.12975652020677,99.7992730850564,78.70828242481204,42.0954555944197,42.66654075309815,43.031052403962924,261.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"attacus atlas"
50.32336551257342,59.85428425569016,29.40043364537445,28.636590361879804,28.142762359972245,23.307249828474134,48.0,1.0,11.965028340560384,127.09760460318897,369.86375072075793,98.98495639444003,14229.93298746907,332.3235011009978,-12498.95430500513,"daphnis nerii"
78.08102756076389,110.45153090533088,85.2095907373366,47.68358463000076,40.16608779935788,32.269741792844066,159.0,10.5,15.036897733000087,221.6196952683034,67.93820491822447,27.594852341823806,1109.688647372552,257.0390351431772,-442.9040453185755,"danaus plexippus"
124.51897362280381,123.78758550283675,73.62857453330894,44.23787514102425,48.476433139478104,42.453806561352714,219.0,17.5,0.2039304859214418,0.015324460431545516,1.9249743555139733E-4,1.3581715136565105E-5,-3.104025996709409E-10,-9.839629291109631E-7,6.212234858138022E-10,"attacus atlas"
29.52174536527166,38.16789274733847,18.923608721090307,34.064569593470985,45.09433648499142,26.88071088645843,146.0,3.0,0.8993055556202307,0.5518060379007143,0.546166456574649,0.4200495799972472,0.20036447926045348,0.30036560460033607,-0.018242470984022298,"papilio palinurus"
80.58073346870411,79.10754376606094,35.95664693465492,49.35912175663469,40.83824412262468,30.460420901875835,23.0,4.0,7.595745694254421,54.151448926399794,94.82376825696477,46.308175726356644,2964.7012360972208,267.4385962165451,-791.8725474270313,"charaxes varanes"
64.32831715767254,71.72074757938692,63.63717763399412,42.319399537595615,43.7625312250044,39.234708285015685,92.0,4.0,0.6070618723918284,0.34037226653844865,9.919750757101716E-4,1.0668958519545121E-4,-3.470830618755936E-8,-6.224423159235782E-5,-2.6623239301365753E-13,"papilio rumanzovia"
78.0991719563802,80.12593841552734,64.06983439127603,64.15681222042343,57.78368812873282,59.454618106978565,240.0,45.5,0.8971193416251076,0.46783180063820584,0.33619306179354697,0.18395137782834098,0.0457426997524445,0.12476347148032657,5.114747055847031E-4,"idea leuconone"
102.413124655837,98.29617950394639,73.42645523586637,37.74552266998243,33.01347580085929,30.59504401572946,41.0,1.0,3.204694406347878,6.523502335994438,14.070802743925057,1.8343343758167887,-1.555847951889508,-1.9121673429438457,9.188375855774787,"hamadryas februa"
53.23499879542951,81.34057939840308,45.05635382250367,39.20672769240897,54.304083777873565,56.54325157897086,279.0,4.0,3.5644444444589327,12.355338271798137,7.141169761356326,6.725843748192041,46.612547544749646,23.62849484505627,-0.1414611184772419,"morpho peleides"
38.311468945025695,48.880047723935384,30.151421679974302,27.520913706530557,34.40177255200143,22.460864201918533,13.0,3.0,26.553155006860944,698.3815374143248,12181.967763275745,12042.821824348264,1.458649859086195E8,315815.53959821514,-76655.29903882742,"papilio polyctor"
151.13587268263583,130.64822239812776,105.75458740592877,51.9994462209119,55.68387090553204,56.36782843629278,229.0,4.0,0.18945026044601565,0.004183488766058261,6.028266434370755E-4,4.857984203995107E-5,4.537987545353424E-9,-1.4809774983728307E-6,6.965617446971156E-9,"caligo eurilochus"
95.5464290221182,116.31647508259911,66.52521137343979,34.24380615498347,35.684823554799635,39.54143318805286,35.0,9.5,4.512999556097043,19.223369604842183,38.07722258914352,32.31770050352812,1132.8889581581386,136.69491498116835,42.54017783528852,"daphnis nerii"
89.82827377319336,90.60261662801106,76.06500625610352,52.12765565934716,51.1711891743897,55.342936211292624,296.0,4.0,5.015111111141742,20.294012049666065,18.358010649992174,2.3082762879721734,-5.133177894209165,-7.250192025683199,14.122050645656472,"actias selene"
40.115172712463284,57.34983164693465,39.483596331222465,28.66767333167975,35.2707940148454,27.816337509925525,3.0,3.5,6.087962962965118,36.70546124830115,58.17607376339391,56.74993590251809,3260.767985587675,342.0437395174974,4.24792469853719,"papilio polyctor"
69.87201151798826,73.4187732310022,53.21152544511747,42.13677541396958,32.94505432934346,42.9100418206309,40.0,8.0,0.7377777778171004,0.03500641974702295,0.19859875375242897,0.08673412910984331,0.010597741692284857,0.013020525260958036,-0.004155771878430942,"charaxes varanes"
101.86690739080834,115.0336054636571,67.10199921569426,52.23638988643497,49.8577537927408,39.42571416492642,352.0,16.5,2.084224165949438,4.220111213508753,7.190083352187882,7.19281027301308,51.7267063600521,14.757394881064103,-0.02324239361198499,"anartia fatima"
93.94482803344727,96.77269490559895,86.21337127685547,49.92416980728149,45.64077370378873,51.36365952358332,276.0,9.0,1.7937777777528394,2.3035646419893347,3.1888384589690597,0.3903927797201053,-0.3061261321139982,-0.46691195254782875,0.3098670624262266,"siproeta stelenes"
225.5063184102376,226.6798095703125,228.7692133585612,60.95473677623574,60.91850560640617,62.34113244636908,255.0,2.5,0.663111111149192,0.39073264193823765,0.05164881407361191,0.043766664195150254,0.0020803924900908953,0.02601245456894816,4.466526069280089E-5,"morpho peleides"
107.00685246785481,107.62485631306966,76.67654673258463,33.69007194806608,30.676702465385418,38.27017856312953,193.0,15.0,2.097837882978488,1.9320479244107727,5.468062420119107,3.197508695832924,13.326533265200808,4.419876740674597,1.0783412062717064,"tirumala septentrionis"
65.78468876193098,95.5024923136931,48.37020753028634,37.30870448041675,40.752990477876295,38.529685994164225,17.0,41.0,1.024305555562023,0.3242669753158281,0.41871946635123103,0.3706742787423365,0.14594234311905857,0.13744711775447838,0.005137653041404252,"charaxes castor"
97.05764586774963,87.92687396751101,55.45395816125183,33.16191629402817,33.82735119957473,34.44605078995658,14.0,1.0,19.374999999992724,374.9175347224295,2906.5880117535494,2905.1783450824523,8442108.634930456,56251.594552842296,15.439032601658255,"philaetria dido"
51.2056173136931,82.15395127799192,49.53387711086637,37.535126975114004,54.757143970751194,59.165384270187694,329.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"morpho peleides"
71.09057222834068,72.00224136150881,37.228713518722465,53.51727992055208,40.92129260823261,30.951130858343628,126.0,5.5,38.449294015238664,1339.3918226728513,7147.341997835434,3564.021068176705,1.7564512261663966E7,94382.50568221003,-3880173.990684511,"papilo dardanus"
48.4191561123348,72.84984455304699,44.22934018217694,36.72489761985869,38.59541083121583,34.029100127031924,87.0,3.5,1.6217201166044997,2.5602713839546873,0.20368067829171282,0.13849888484968512,0.02316678484534073,0.19597552741496532,0.0021009391719652047,"hamadryas amphinome"
82.0408616387298,95.2584310773248,54.31749336674529,48.114350039353965,50.397175947619864,43.888672906304194,172.0,12.5,0.6666666666660603,0.36111111111151534,1.8562859387976E-18,2.544407564213113E-19,-5.22110500726885E-38,1.5285856556995443E-19,-1.6688832444241468E-37,"papilio constantinus"
87.0306792630323,104.07498738069016,68.42442037215491,37.91433133500745,38.80620839666142,36.96333053531058,32.0,47.5,3.5648148148142758,12.414008916349069,0.3797185284777118,0.28786260998489227,0.09511511685776847,0.9990365398997088,-0.0032873837105631687,"papilio dardanus"
69.22709165060573,74.44654575073422,37.79804085214757,49.913153177086194,43.56822470268485,34.876215036286254,103.0,45.0,18.26593081474018,277.8178017658238,21277.252587921754,20119.693937662745,4.162808107492318E8,329592.57454019465,1656338.229384616,"papilio demoleus"
94.74118942731278,115.93357080580029,79.71835708058002,39.649843962278375,41.86596446803461,37.78411159255959,64.0,7.0,0.8240740740826974,0.6266289437641626,0.04318448238596315,0.030991211803307307,0.0011313703918062572,0.022566946528236945,-7.359431623793472E-5,"papilio polyctor"
89.69421261242657,60.905383856461086,43.014985430433185,46.16552862452666,43.519649992280264,40.08049411587746,109.0,2.5,1.784985422745955,3.1152782263649774,0.4503500667497174,0.4395951567151174,0.19559352025000803,0.77588376494145,-1.3052150676137741E-5,"rothschildia lebeau"
97.90791632250367,121.0690778152533,71.66411125642438,45.31695378731302,52.11977079107571,52.24012736350237,95.0,4.0,6.919516512414761,47.1738497633769,9.020346200751924,1.8833975021603047,3.857324492774806,0.964445237924809,-6.736752162852426,"hypolimnas bolina"
42.605495996237146,54.22509120319383,36.70536636150881,34.26403464078848,35.919597954717034,27.257382698036963,23.0,2.0,0.17686413633030865,0.0018659108483191971,3.5372572406559756E-4,2.4832037206001472E-5,2.1774984884056926E-9,1.069821860178529E-6,8.214697825611359E-10,"papilio polyctor"
87.51360734443833,76.67062023907856,58.80504600312041,52.527329819871476,42.67466983601265,39.23745310733668,124.0,11.0,5.481770833328483,26.642693413740393,5.70664413750619,5.316866763542889,27.952647877403557,24.96014659721647,-8.739255375507557,"papilio polyxenes"
119.8687999636628,117.36071359866621,113.76383752992476,51.605796190162515,54.53513065775828,57.80671415282409,571.0,5.5,2.777768645611625,7.2199109202120315,3.3458763107044476,2.1653231715681898,5.791393391848633,5.4933328012780835,-0.6545182957050191,"hypolimnas antedon"
88.3373901546439,90.66372980910425,53.71865965721366,44.87590262559036,44.02229520073122,33.07364810283041,47.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"neptis hylas"
32.98286355084434,44.97307067960719,29.59637711086637,23.303452854198024,30.43434266004716,20.774515517190213,10.0,1.0,6.723127270479046,43.73536992508436,45.58957668260923,32.390187803870425,1240.7461867897077,185.06089148842486,98.70887071100711,"papilio polyctor"
87.47910357011747,88.35159404827459,76.69669345401982,53.54197320963413,49.26553821828086,53.914823637924755,194.0,14.0,3.5821912815249997,12.767622590297023,0.2643991558868791,0.16064546107461586,0.03279641206116567,0.48107498233451623,-0.004531432724411004,"heliconius hecale"
87.51684964665932,99.56508982654185,54.08396429882525,50.1079048292541,56.49915442850184,40.218258358638266,144.0,15.0,0.24999999994179234,0.03472222220605343,5.597417332154492E-15,1.0587728881562147E-14,7.355419863002241E-29,1.910568644759224E-15,3.511790694851513E-29,"graphium colonna"
82.49600484122614,73.52711861004038,49.58324585857195,42.627290672368645,45.559199490461644,41.09945223244807,145.0,3.5,2.3505658436269083,2.242428494213568,13.300738706819521,3.6793960512126693,9.449965303897473,-1.8735707973474645,23.942178101695237,"papilio polymnestor"
102.88144158406755,118.60183926440895,71.84294121696036,40.28019902204932,42.67654133851659,42.63323799326868,54.0,11.5,0.2085848888874054,0.01628212603550031,2.290151522024379E-4,1.8377167728397354E-5,-8.040085357762534E-10,-1.77311257861171E-6,8.802935548714697E-10,"dryadula phaetusa"
80.19485648403084,100.58549582415564,61.10975357929515,43.82858483470663,48.154736965409874,45.71582564077605,119.0,3.5,6.54229629629809,42.54138502609155,8.317950029269527,6.6465978440595,49.38165525534191,40.41333473293406,1.9594176021086938,"parthenos sylvia"
174.7774223897328,180.8453799871889,86.31042248124085,60.24294920245358,70.02971045902868,44.95250532616628,154.0,8.5,10.346972940962438,99.73850688386926,148.6237134563679,24.04452251745552,89.98435087341443,-80.24414506470426,-1434.5496186959906,"heliconius melpomene"
90.49766311878822,83.2757564626338,64.12106911195528,47.52244898934052,37.20752649817536,53.09713903462487,127.0,4.0,78.49762088476886,6113.502737383779,14346.080130603756,12141.642354777483,1.6019733865832135E8,900111.8608395348,3882117.5125284195,"charaxes varanes"
103.05094655354817,107.17393366495767,85.15275700887044,46.53636730912225,45.65104450502681,48.42129742872035,130.0,15.5,2.4122402034906303,2.8449054692643942,2.684218854697269,0.40414356663926676,-0.16820952857865262,-0.6788002587192874,-0.38586232013554783,"heliconius sara"
76.2460464275881,70.12215778726137,33.80902108571953,56.66507073929431,37.91513358241154,21.481780648997816,87.0,25.0,0.16869212962855168,0.00152587890625,1.5951142464955658E-4,2.093976095707109E-6,3.8269560643549365E-11,8.17959412384472E-8,-8.938137378275097E-17,"cethosia biblis"
98.33476447779,121.84076151798824,75.71541161894272,40.403768145195095,43.35300636795547,48.87586121744611,97.0,6.5,6.257238888889551,32.495672189670955,178.6027864339646,148.78464988385662,24248.378521239494,829.3834567923203,516.7738510191411,"heliconius cydno"
74.59314914877018,73.7412654299743,40.07105675247797,50.98352449031825,43.75371818388511,26.765175268928374,75.0,3.0,6.374999999985448,39.86284722242311,1.3966440393656464E-15,7.745271387275691E-16,6.803565308507585E-31,-3.012772279551358E-15,-4.313255178443897E-31,"cethosia biblis"
118.06246139504027,114.49756645772328,77.05745275896778,48.98421185596051,49.60917173797882,43.43190684272653,147.0,9.0,0.37499999997089617,0.11284722220847875,6.586088799508055E-16,1.448428986782814E-15,-1.1486058578058863E-30,3.279571502241303E-16,-8.258552438513807E-31,"attacus atlas"
89.68399226366644,118.41445965355153,66.02298458173746,45.10154823894139,50.39658970788037,39.35287215824142,322.0,5.5,0.3045267490411384,0.06301546173901745,0.0023084717495505903,2.1544216503799777E-4,-1.5193517808269255E-7,-5.408218957893842E-5,-5.696332225342991E-13,"anartia fatima"
100.13841418936063,126.45430638954669,99.23097354956022,37.0295639479478,32.56742868581952,36.3929320999404,66.0,16.0,14.131555555574598,197.7203113090909,440.9553175940334,436.1630225535183,191280.41707804782,6130.5054594097,89.65703834364831,"graphium sp"
97.32962067501835,99.9842574109765,62.57186123348017,48.69041934424737,44.42491151912834,36.405461614776,141.0,11.0,3.0807418205528236,8.077418382093283,3.1807823186723567,2.7933539129589526,8.323197493773423,7.557911697739229,-0.22997633076477586,"papilio memnon"
96.23442805846182,66.89395477698237,48.917045245961816,44.63241041591719,45.78317152396138,41.74452379521082,90.0,6.0,23.395020330149336,512.5304993736885,2429.484856974055,2200.245081782927,5086484.360280554,47587.167350293035,-74014.23681247188,"rothschildia lebeau"
86.40201822916666,92.47535506149045,47.471216501468426,55.8807415448746,47.08009360928245,32.385111724882464,151.0,4.0,8.373975790970581,67.47044408357999,19.389735110794888,4.791730202292173,31.553669707102088,10.131980031581874,33.729086287878005,"argema mittrei"
86.32590963723776,96.53961429195805,51.62787846918706,48.21949344164139,47.830653448304346,40.10536298568282,82.0,11.0,0.17751210900874925,0.0018487928084549717,5.074961449733852E-4,9.576113171468565E-7,9.525650460152401E-12,4.1018060004167524E-8,-1.883928883507411E-11,"papilio memnon"
87.0306792630323,104.07498738069016,68.42442037215491,37.91433133500745,38.80620839666142,36.96333053531058,32.0,47.5,3.5648148148142758,12.414008916349069,0.3797185284777118,0.28786260998489227,0.09511511685776847,0.9990365398997088,-0.0032873837105631687,"papilio dardanus"
82.11652068419603,108.83789636104991,61.68957645007342,46.02869476006616,51.86573244502324,36.411937964244345,247.0,3.0,39.863032085907264,1478.2240914614165,133936.9181114576,130128.63494372972,1.7179422213181175E10,4882963.473436801,3.5139827095451355E7,"charaxes protoclea"
94.59053405504909,99.09931352997896,81.85109407871668,51.787724562799426,64.52642087059007,39.560671213589146,208.0,8.5,3.051097393691264,9.16131388522159,0.40789923298381503,0.3444496600536787,0.12907182237203754,0.9867774330024927,0.003202538843326115,"papilio polytes"
94.63016531295888,64.6369610981094,46.821425293685756,44.517170467478564,45.32413199132852,41.794836856913726,103.0,3.0,0.18498748802274123,0.007853587329193876,7.719167695010071E-5,7.166722105386163E-6,1.1056765980044387E-10,2.370608880298077E-7,1.2723513321020595E-10,"rothschildia lebeau"
76.49362724853157,80.42154947916666,38.97683926440896,47.72178570023017,43.4803981416135,29.69523208034339,41.0,14.5,6.193148688047325,32.595508024855725,128.82743747944818,92.30553433074067,10042.307415037161,471.2358718483711,686.4576009747534,"charaxes etesipe"
95.20300597696402,105.8884137527533,57.016294683828924,47.876876182617394,42.769961104450005,33.998289556376974,117.0,9.5,6.002688110050631,35.97832322513673,0.062115067415539627,0.06154102199456017,0.0038049198441259527,0.3680887701314068,-1.278896390129831E-6,"danaus plexippus"
79.84206790335902,88.12919592052128,57.13545108296622,45.056782704331155,43.020747360098994,30.284498734648597,69.0,14.0,2.268173583379847,5.062551938021489,0.18041481345268007,0.09345180525458235,0.011852037365126532,0.1636441056294447,-0.0026023875949820223,"graphium doson"
43.388749311674005,49.5273509200624,27.309996214207047,49.143473104947034,36.668872209354255,27.50019843736782,24.0,11.5,6.520191585268895,41.67725790764997,41.25679534319086,35.023908224271906,1330.9234434452258,210.51817082633744,-33.98969234581756,"heliconius erato"
104.896120707194,106.61808522542317,98.67894872029622,47.61424321703816,42.9315397283427,48.01167990210986,234.0,12.0,1.0138888888888888,1.0001929012345678,0.0,0.0,0.0,0.0,0.0,"heliconius charitonius"
126.64189467423134,148.2858482796486,87.04351636850294,60.28500343735471,53.775183118053334,45.93221063242876,110.0,27.5,10.705999999968338,113.6637248887966,397.3692310690799,390.7539850401782,153975.6896382305,4146.88441767792,-95.62722877359192,"heliconius melpomene"
105.9588877360026,99.97964986165364,66.28837076822916,50.4756536024618,46.82532758129933,47.421862399120364,98.0,7.0,1.6759176954730517,0.5957028837533785,3.3139432886735753,0.11689846207880882,-0.03728983247361559,-0.07014715666421267,0.06247652649749682,"papilio polymnestor"
39.215798802312776,44.42706469117107,26.91054343337004,39.07565782987011,39.58949119415798,30.031381469748787,72.0,11.0,0.5617904249109205,0.18252484048956816,0.13151619656382313,0.11897519442305846,0.014771395044890633,0.05082952488254212,-0.0018146696166305887,"daphnis nerii"
93.66891950027532,102.68233038500367,72.78965044511747,71.48953894728346,69.41604897368298,79.29623999618427,49.0,351.5,0.3045267490152683,0.06301546171304094,0.0023084707931880213,2.15441663778548E-4,-1.5193461636097058E-7,-5.4082063737351377E-5,-1.704048025458411E-13,"papilio rumanzovia"
91.0987543466325,86.0599820987372,66.43271727443265,42.26494994063089,48.895711576231115,46.92398943631882,47.0,17.5,0.8537777777761222,0.652598716051436,0.04207597314465794,0.005426318679468769,-1.0003170066910142E-5,-0.002577150678596822,-8.138018490277226E-5,"attacus atlas"
64.62661196225649,66.93143643465909,24.765808898133116,57.32066177909428,47.27475471133415,18.37719896542284,135.0,4.0,4.116735537182386,16.881797999674987,0.06178554682307298,0.038383023247964346,0.001854134707793959,0.13032891691436682,-2.3671903753711543E-4,"argema mittrei"
70.11148156433553,98.72558306947504,42.93404259590675,49.521620249110775,60.741015191356794,32.35027157576099,70.0,2.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,"heliconius ismenius"
87.55949151206772,104.12319603296109,61.14207858654539,35.601092277116344,34.71543947800209,47.899592313946705,116.0,16.0,0.17682275733574715,0.0024410399854798513,4.895279234703874E-4,2.246699775446146E-5,2.0183928694496878E-9,1.013522238665432E-6,1.2155735280121026E-9,"agraulis vanillae"
75.1777415450624,92.57248933094714,43.52889248348017,38.48079923175761,44.890264941759845,33.26412518983908,93.0,15.0,5.1422598639562995,26.1936950354171,7.228488902338517,5.865448303979979,38.16822390012736,28.561746867246633,1.3553133007638039,"papilio constantinus"
65.37699040932452,78.87766009315345,38.00362948559104,38.42468955934468,41.90962532739203,31.125952027219792,80.0,15.5,2.3773478587496686,5.568225631538265,0.2123801921840356,0.14462032980120626,0.025245120359721037,0.29217620800139743,-0.002253608315837835,"cethosia cyane"
51.190122808828924,77.63405148678413,59.794690998990454,41.32130811210327,44.44826057346164,41.685822747066446,121.0,32.0,3.127275051827241,0.41658447864280473,50.938540943602305,27.940389712426406,1036.865034231442,17.943985009963757,189.70289588876835,"papilio demoleus"
95.00261420475404,101.36066991327093,68.75192731277532,29.90614957362798,37.17999981725487,31.831777911556966,41.0,100.0,6.999847584220086,46.327691463437375,17.799554326215027,13.607041640958082,211.47287213705204,84.45973450933535,-11.081682261037407,"neptis hylas"
78.19053580442363,97.95594857057635,51.80201306672173,52.478543535732186,49.844660118097465,47.91461462220311,15.0,15.0,18.864068236143126,353.92242941610533,187.05496497571036,136.80403335668126,21837.258019885296,2343.576374665327,-1434.3775946553806,"hebomoia glaucippe"
62.379462646842875,71.16689324063876,48.19695587830396,52.6477764284767,52.72098972019269,38.113134288927675,148.0,5.5,4.428288370692803,17.46225774069918,26.19470655414925,8.89858427212736,118.63261288957152,21.065702252291878,-66.21139054306771,"siproeta stelenes"
123.94706598917642,130.74478149414062,78.10953521728516,44.312428425102944,44.55817226577826,43.56614844796413,294.0,2.5,14.624999999941792,212.80034722224002,5.8246563666285624E-15,1.0491547019852004E-14,8.190602838665839E-29,4.345629498680246E-14,4.230689949827513E-30,"kallima inachus"
90.20346523095846,128.03562033072157,79.75873496720116,40.03749271970625,46.85334152073372,42.53962140049134,124.0,7.5,16.513617598938644,272.348409154246,0.3780637738706689,0.21805140557507496,0.06191273095283883,2.6762843974704262,-0.009295893461012918,"heliconius doris"
